algorithm,seed,frame,episode_return_ext
RND-DQN,4,695,14.0
RND-DQN,4,705,10.0
RND-DQN,4,715,10.0
RND-DQN,4,724,9.0
RND-DQN,4,733,9.0
RND-DQN,4,744,11.0
RND-DQN,4,752,8.0
RND-DQN,4,763,11.0
RND-DQN,4,772,9.0
RND-DQN,4,783,11.0
RND-DQN,4,794,11.0
RND-DQN,4,806,12.0
RND-DQN,4,817,11.0
RND-DQN,4,828,11.0
RND-DQN,4,840,12.0
RND-DQN,4,849,9.0
RND-DQN,4,858,9.0
RND-DQN,4,868,10.0
RND-DQN,4,879,11.0
RND-DQN,4,891,12.0
RND-DQN,4,900,9.0
RND-DQN,4,913,13.0
RND-DQN,4,923,10.0
RND-DQN,4,931,8.0
RND-DQN,4,941,10.0
RND-DQN,4,952,11.0
RND-DQN,4,961,9.0
RND-DQN,4,970,9.0
RND-DQN,4,981,11.0
RND-DQN,4,992,11.0
RND-DQN,4,1002,10.0
RND-DQN,4,1010,8.0
RND-DQN,4,1018,8.0
RND-DQN,4,1028,10.0
RND-DQN,4,1037,9.0
RND-DQN,4,1046,9.0
RND-DQN,4,1055,9.0
RND-DQN,4,1063,8.0
RND-DQN,4,1073,10.0
RND-DQN,4,1085,12.0
RND-DQN,4,1096,11.0
RND-DQN,4,1104,8.0
RND-DQN,4,1116,12.0
RND-DQN,4,1125,9.0
RND-DQN,4,1135,10.0
RND-DQN,4,1144,9.0
RND-DQN,4,1153,9.0
RND-DQN,4,1164,11.0
RND-DQN,4,1174,10.0
RND-DQN,4,1186,12.0
RND-DQN,4,1197,11.0
RND-DQN,4,1206,9.0
RND-DQN,4,1214,8.0
RND-DQN,4,1224,10.0
RND-DQN,4,1234,10.0
RND-DQN,4,1245,11.0
RND-DQN,4,1257,12.0
RND-DQN,4,1266,9.0
RND-DQN,4,1276,10.0
RND-DQN,4,1286,10.0
RND-DQN,4,1295,9.0
RND-DQN,4,1305,10.0
RND-DQN,4,1317,12.0
RND-DQN,4,1327,10.0
RND-DQN,4,1335,8.0
RND-DQN,4,1344,9.0
RND-DQN,4,1352,8.0
RND-DQN,4,1361,9.0
RND-DQN,4,1371,10.0
RND-DQN,4,1381,10.0
RND-DQN,4,1389,8.0
RND-DQN,4,1400,11.0
RND-DQN,4,1411,11.0
RND-DQN,4,1421,10.0
RND-DQN,4,1431,10.0
RND-DQN,4,1441,10.0
RND-DQN,4,1450,9.0
RND-DQN,4,1460,10.0
RND-DQN,4,1468,8.0
RND-DQN,4,1478,10.0
RND-DQN,4,1486,8.0
RND-DQN,4,1495,9.0
RND-DQN,4,1503,8.0
RND-DQN,4,1515,12.0
RND-DQN,4,1523,8.0
RND-DQN,4,1532,9.0
RND-DQN,4,1542,10.0
RND-DQN,4,1553,11.0
RND-DQN,4,1561,8.0
RND-DQN,4,1571,10.0
RND-DQN,4,1580,9.0
RND-DQN,4,1589,9.0
RND-DQN,4,1598,9.0
RND-DQN,4,1606,8.0
RND-DQN,4,1616,10.0
RND-DQN,4,1626,10.0
RND-DQN,4,1635,9.0
RND-DQN,4,1644,9.0
RND-DQN,4,1654,10.0
RND-DQN,4,1664,10.0
RND-DQN,4,1673,9.0
RND-DQN,4,1683,10.0
RND-DQN,4,1691,8.0
RND-DQN,4,1702,11.0
RND-DQN,4,1711,9.0
RND-DQN,4,1721,10.0
RND-DQN,4,1730,9.0
RND-DQN,4,1738,8.0
RND-DQN,4,1747,9.0
RND-DQN,4,1757,10.0
RND-DQN,4,1766,9.0
RND-DQN,4,1776,10.0
RND-DQN,4,1788,12.0
RND-DQN,4,1796,8.0
RND-DQN,4,1805,9.0
RND-DQN,4,1814,9.0
RND-DQN,4,1822,8.0
RND-DQN,4,1831,9.0
RND-DQN,4,1840,9.0
RND-DQN,4,1849,9.0
RND-DQN,4,1857,8.0
RND-DQN,4,1866,9.0
RND-DQN,4,1875,9.0
RND-DQN,4,1885,10.0
RND-DQN,4,1894,9.0
RND-DQN,4,1903,9.0
RND-DQN,4,1912,9.0
RND-DQN,4,1920,8.0
RND-DQN,4,1932,12.0
RND-DQN,4,1941,9.0
RND-DQN,4,1950,9.0
RND-DQN,4,1962,12.0
RND-DQN,4,1972,10.0
RND-DQN,4,1982,10.0
RND-DQN,4,1992,10.0
RND-DQN,4,2002,10.0
RND-DQN,4,2012,10.0
RND-DQN,4,2020,8.0
RND-DQN,4,2030,10.0
RND-DQN,4,2039,9.0
RND-DQN,4,2050,11.0
RND-DQN,4,2060,10.0
RND-DQN,4,2069,9.0
RND-DQN,4,2078,9.0
RND-DQN,4,2087,9.0
RND-DQN,4,2098,11.0
RND-DQN,4,2107,9.0
RND-DQN,4,2117,10.0
RND-DQN,4,2127,10.0
RND-DQN,4,2135,8.0
RND-DQN,4,2143,8.0
RND-DQN,4,2153,10.0
RND-DQN,4,2162,9.0
RND-DQN,4,2174,12.0
RND-DQN,4,2185,11.0
RND-DQN,4,2195,10.0
RND-DQN,4,2235,40.0
RND-DQN,4,2245,10.0
RND-DQN,4,2253,8.0
RND-DQN,4,2263,10.0
RND-DQN,4,2273,10.0
RND-DQN,4,2284,11.0
RND-DQN,4,2292,8.0
RND-DQN,4,2303,11.0
RND-DQN,4,2327,24.0
RND-DQN,4,2337,10.0
RND-DQN,4,2346,9.0
RND-DQN,4,2363,17.0
RND-DQN,4,2376,13.0
RND-DQN,4,2384,8.0
RND-DQN,4,2392,8.0
RND-DQN,4,2401,9.0
RND-DQN,4,2410,9.0
RND-DQN,4,2419,9.0
RND-DQN,4,2428,9.0
RND-DQN,4,2438,10.0
RND-DQN,4,2448,10.0
RND-DQN,4,2459,11.0
RND-DQN,4,2469,10.0
RND-DQN,4,2500,31.0
RND-DQN,4,2516,16.0
RND-DQN,4,2545,29.0
RND-DQN,4,2561,16.0
RND-DQN,4,2576,15.0
RND-DQN,4,2592,16.0
RND-DQN,4,2622,30.0
RND-DQN,4,2632,10.0
RND-DQN,4,2648,16.0
RND-DQN,4,2659,11.0
RND-DQN,4,2670,11.0
RND-DQN,4,2680,10.0
RND-DQN,4,2692,12.0
RND-DQN,4,2702,10.0
RND-DQN,4,2715,13.0
RND-DQN,4,2724,9.0
RND-DQN,4,2733,9.0
RND-DQN,4,2745,12.0
RND-DQN,4,2756,11.0
RND-DQN,4,2787,31.0
RND-DQN,4,2799,12.0
RND-DQN,4,2810,11.0
RND-DQN,4,2819,9.0
RND-DQN,4,2828,9.0
RND-DQN,4,2840,12.0
RND-DQN,4,2851,11.0
RND-DQN,4,2861,10.0
RND-DQN,4,2870,9.0
RND-DQN,4,2880,10.0
RND-DQN,4,2892,12.0
RND-DQN,4,2904,12.0
RND-DQN,4,2915,11.0
RND-DQN,4,2926,11.0
RND-DQN,4,2941,15.0
RND-DQN,4,2952,11.0
RND-DQN,4,2967,15.0
RND-DQN,4,2976,9.0
RND-DQN,4,2987,11.0
RND-DQN,4,2999,12.0
RND-DQN,4,3012,13.0
RND-DQN,4,3021,9.0
RND-DQN,4,3033,12.0
RND-DQN,4,3044,11.0
RND-DQN,4,3055,11.0
RND-DQN,4,3064,9.0
RND-DQN,4,3101,37.0
RND-DQN,4,3113,12.0
RND-DQN,4,3128,15.0
RND-DQN,4,3186,58.0
RND-DQN,4,3200,14.0
RND-DQN,4,3212,12.0
RND-DQN,4,3223,11.0
RND-DQN,4,3235,12.0
RND-DQN,4,3247,12.0
RND-DQN,4,3279,32.0
RND-DQN,4,3312,33.0
RND-DQN,4,3344,32.0
RND-DQN,4,3367,23.0
RND-DQN,4,3380,13.0
RND-DQN,4,3394,14.0
RND-DQN,4,3406,12.0
RND-DQN,4,3438,32.0
RND-DQN,4,3455,17.0
RND-DQN,4,3464,9.0
RND-DQN,4,3500,36.0
RND-DQN,4,3514,14.0
RND-DQN,4,3576,62.0
RND-DQN,4,3673,97.0
RND-DQN,4,3714,41.0
RND-DQN,4,3743,29.0
RND-DQN,4,3922,179.0
RND-DQN,4,4057,135.0
RND-DQN,4,4177,120.0
RND-DQN,4,4354,177.0
RND-DQN,4,4483,129.0
RND-DQN,4,4599,116.0
RND-DQN,4,4716,117.0
RND-DQN,4,4878,162.0
RND-DQN,4,5110,232.0
RND-DQN,4,5284,174.0
RND-DQN,4,5521,237.0
RND-DQN,4,5753,232.0
RND-DQN,4,5937,184.0
RND-DQN,4,6135,198.0
RND-DQN,4,6369,234.0
RND-DQN,4,6602,233.0
RND-DQN,4,6753,151.0
RND-DQN,4,6952,199.0
RND-DQN,4,7223,271.0
RND-DQN,4,7447,224.0
RND-DQN,4,7649,202.0
RND-DQN,4,7819,170.0
RND-DQN,4,8012,193.0
RND-DQN,4,8230,218.0
RND-DQN,4,8387,157.0
RND-DQN,4,8519,132.0
RND-DQN,4,8679,160.0
RND-DQN,4,8864,185.0
RND-DQN,4,9200,336.0
RND-DQN,4,9453,253.0
RND-DQN,4,9748,295.0
RND-DQN,4,9985,237.0
RND-DQN,4,10269,284.0
RND-DQN,4,10479,210.0
RND-DQN,4,10668,189.0
RND-DQN,4,10866,198.0
RND-DQN,4,11124,258.0
RND-DQN,4,11346,222.0
RND-DQN,4,11530,184.0
RND-DQN,4,11719,189.0
RND-DQN,4,11893,174.0
RND-DQN,4,12192,299.0
RND-DQN,4,12366,174.0
RND-DQN,4,12537,171.0
RND-DQN,4,12776,239.0
RND-DQN,4,13107,331.0
RND-DQN,4,13320,213.0
RND-DQN,4,13553,233.0
RND-DQN,4,13888,335.0
RND-DQN,4,14123,235.0
RND-DQN,4,14412,289.0
RND-DQN,4,14854,442.0
RND-DQN,4,15109,255.0
RND-DQN,4,15514,405.0
RND-DQN,4,15745,231.0
RND-DQN,4,15924,179.0
RND-DQN,4,16181,257.0
RND-DQN,4,16448,267.0
RND-DQN,4,16636,188.0
RND-DQN,4,16905,269.0
RND-DQN,4,17143,238.0
RND-DQN,4,17335,192.0
RND-DQN,4,17513,178.0
RND-DQN,4,17726,213.0
RND-DQN,4,17907,181.0
RND-DQN,4,18088,181.0
RND-DQN,4,18273,185.0
RND-DQN,4,18465,192.0
RND-DQN,4,18666,201.0
RND-DQN,4,18861,195.0
RND-DQN,4,19100,239.0
RND-DQN,4,19337,237.0
RND-DQN,4,19563,226.0
RND-DQN,4,19766,203.0
