algorithm,seed,frame,episode_return_ext
DQN,0,18,18.0
DQN,0,34,16.0
DQN,0,45,11.0
DQN,0,58,13.0
DQN,0,67,9.0
DQN,0,81,14.0
DQN,0,108,27.0
DQN,0,133,25.0
DQN,0,146,13.0
DQN,0,162,16.0
DQN,0,192,30.0
DQN,0,201,9.0
DQN,0,216,15.0
DQN,0,226,10.0
DQN,0,250,24.0
DQN,0,264,14.0
DQN,0,274,10.0
DQN,0,291,17.0
DQN,0,308,17.0
DQN,0,338,30.0
DQN,0,349,11.0
DQN,0,364,15.0
DQN,0,379,15.0
DQN,0,395,16.0
DQN,0,408,13.0
DQN,0,428,20.0
DQN,0,439,11.0
DQN,0,456,17.0
DQN,0,470,14.0
DQN,0,487,17.0
DQN,0,499,12.0
DQN,0,509,10.0
DQN,0,521,12.0
DQN,0,533,12.0
DQN,0,546,13.0
DQN,0,556,10.0
DQN,0,565,9.0
DQN,0,577,12.0
DQN,0,588,11.0
DQN,0,598,10.0
DQN,0,609,11.0
DQN,0,618,9.0
DQN,0,627,9.0
DQN,0,643,16.0
DQN,0,656,13.0
DQN,0,665,9.0
DQN,0,675,10.0
DQN,0,686,11.0
DQN,0,697,11.0
DQN,0,708,11.0
DQN,0,718,10.0
DQN,0,729,11.0
DQN,0,739,10.0
DQN,0,750,11.0
DQN,0,763,13.0
DQN,0,771,8.0
DQN,0,780,9.0
DQN,0,793,13.0
DQN,0,803,10.0
DQN,0,813,10.0
DQN,0,823,10.0
DQN,0,833,10.0
DQN,0,846,13.0
DQN,0,855,9.0
DQN,0,865,10.0
DQN,0,878,13.0
DQN,0,887,9.0
DQN,0,897,10.0
DQN,0,907,10.0
DQN,0,923,16.0
DQN,0,935,12.0
DQN,0,950,15.0
DQN,0,959,9.0
DQN,0,968,9.0
DQN,0,978,10.0
DQN,0,986,8.0
DQN,0,996,10.0
DQN,0,1005,9.0
DQN,0,1014,9.0
DQN,0,1027,13.0
DQN,0,1038,11.0
DQN,0,1047,9.0
DQN,0,1064,17.0
DQN,0,1073,9.0
DQN,0,1082,9.0
DQN,0,1095,13.0
DQN,0,1104,9.0
DQN,0,1115,11.0
DQN,0,1125,10.0
DQN,0,1138,13.0
DQN,0,1147,9.0
DQN,0,1170,23.0
DQN,0,1180,10.0
DQN,0,1190,10.0
DQN,0,1224,34.0
DQN,0,1235,11.0
DQN,0,1252,17.0
DQN,0,1267,15.0
DQN,0,1277,10.0
DQN,0,1287,10.0
DQN,0,1295,8.0
DQN,0,1334,39.0
DQN,0,1346,12.0
DQN,0,1367,21.0
DQN,0,1377,10.0
DQN,0,1387,10.0
DQN,0,1401,14.0
DQN,0,1410,9.0
DQN,0,1442,32.0
DQN,0,1471,29.0
DQN,0,1482,11.0
DQN,0,1491,9.0
DQN,0,1516,25.0
DQN,0,1534,18.0
DQN,0,1544,10.0
DQN,0,1553,9.0
DQN,0,1566,13.0
DQN,0,1575,9.0
DQN,0,1583,8.0
DQN,0,1596,13.0
DQN,0,1609,13.0
DQN,0,1618,9.0
DQN,0,1627,9.0
DQN,0,1645,18.0
DQN,0,1664,19.0
DQN,0,1695,31.0
DQN,0,1704,9.0
DQN,0,1714,10.0
DQN,0,1724,10.0
DQN,0,1737,13.0
DQN,0,1749,12.0
DQN,0,1759,10.0
DQN,0,1778,19.0
DQN,0,1788,10.0
DQN,0,1802,14.0
DQN,0,1821,19.0
DQN,0,1833,12.0
DQN,0,1845,12.0
DQN,0,1857,12.0
DQN,0,1879,22.0
DQN,0,1890,11.0
DQN,0,1903,13.0
DQN,0,1914,11.0
DQN,0,1925,11.0
DQN,0,1940,15.0
DQN,0,1952,12.0
DQN,0,1964,12.0
DQN,0,1979,15.0
DQN,0,1994,15.0
DQN,0,2005,11.0
DQN,0,2023,18.0
DQN,0,2034,11.0
DQN,0,2044,10.0
DQN,0,2071,27.0
DQN,0,2105,34.0
DQN,0,2129,24.0
DQN,0,2146,17.0
DQN,0,2167,21.0
DQN,0,2178,11.0
DQN,0,2236,58.0
DQN,0,2255,19.0
DQN,0,2284,29.0
DQN,0,2293,9.0
DQN,0,2312,19.0
DQN,0,2349,37.0
DQN,0,2363,14.0
DQN,0,2462,99.0
DQN,0,2481,19.0
DQN,0,2538,57.0
DQN,0,2559,21.0
DQN,0,2576,17.0
DQN,0,2589,13.0
DQN,0,2602,13.0
DQN,0,2616,14.0
DQN,0,2638,22.0
DQN,0,2662,24.0
DQN,0,2673,11.0
DQN,0,2706,33.0
DQN,0,2722,16.0
DQN,0,2736,14.0
DQN,0,2775,39.0
DQN,0,2789,14.0
DQN,0,2811,22.0
DQN,0,2859,48.0
DQN,0,2877,18.0
DQN,0,2893,16.0
DQN,0,2909,16.0
DQN,0,2923,14.0
DQN,0,2949,26.0
DQN,0,2963,14.0
DQN,0,2987,24.0
DQN,0,3011,24.0
DQN,0,3036,25.0
DQN,0,3056,20.0
DQN,0,3066,10.0
DQN,0,3077,11.0
DQN,0,3092,15.0
DQN,0,3100,8.0
DQN,0,3109,9.0
DQN,0,3118,9.0
DQN,0,3128,10.0
DQN,0,3215,87.0
DQN,0,3246,31.0
DQN,0,3256,10.0
DQN,0,3265,9.0
DQN,0,3275,10.0
DQN,0,3285,10.0
DQN,0,3308,23.0
DQN,0,3329,21.0
DQN,0,3376,47.0
DQN,0,3404,28.0
DQN,0,3481,77.0
DQN,0,3563,82.0
DQN,0,3661,98.0
DQN,0,3670,9.0
DQN,0,3755,85.0
DQN,0,3785,30.0
DQN,0,3922,137.0
DQN,0,4015,93.0
DQN,0,4043,28.0
DQN,0,4052,9.0
DQN,0,4313,261.0
DQN,0,4475,162.0
DQN,0,4588,113.0
DQN,0,4731,143.0
DQN,0,4865,134.0
DQN,0,5021,156.0
DQN,0,5146,125.0
DQN,0,5290,144.0
DQN,0,5419,129.0
DQN,0,5537,118.0
DQN,0,5661,124.0
DQN,0,5779,118.0
DQN,0,5909,130.0
DQN,0,6022,113.0
DQN,0,6139,117.0
DQN,0,6294,155.0
DQN,0,6420,126.0
DQN,0,6561,141.0
DQN,0,6694,133.0
DQN,0,6857,163.0
DQN,0,6969,112.0
DQN,0,7111,142.0
DQN,0,7275,164.0
DQN,0,7444,169.0
DQN,0,7648,204.0
DQN,0,7773,125.0
DQN,0,7937,164.0
DQN,0,8089,152.0
DQN,0,8206,117.0
DQN,0,8337,131.0
DQN,0,8474,137.0
DQN,0,8581,107.0
DQN,0,8703,122.0
DQN,0,8838,135.0
DQN,0,8979,141.0
DQN,0,9105,126.0
DQN,0,9256,151.0
DQN,0,9412,156.0
DQN,0,9568,156.0
DQN,0,9680,112.0
DQN,0,9843,163.0
DQN,0,9974,131.0
DQN,0,10122,148.0
DQN,0,10255,133.0
DQN,0,10396,141.0
DQN,0,10607,211.0
DQN,0,10759,152.0
DQN,0,10936,177.0
DQN,0,11082,146.0
DQN,0,11234,152.0
DQN,0,11374,140.0
DQN,0,11524,150.0
DQN,0,11654,130.0
DQN,0,11799,145.0
DQN,0,11930,131.0
DQN,0,12085,155.0
DQN,0,12231,146.0
DQN,0,12394,163.0
DQN,0,12545,151.0
DQN,0,12698,153.0
DQN,0,12873,175.0
DQN,0,13028,155.0
DQN,0,13236,208.0
DQN,0,13422,186.0
DQN,0,13583,161.0
DQN,0,13781,198.0
DQN,0,13933,152.0
DQN,0,14086,153.0
DQN,0,14235,149.0
DQN,0,14391,156.0
DQN,0,14558,167.0
DQN,0,14714,156.0
DQN,0,14899,185.0
DQN,0,15049,150.0
DQN,0,15201,152.0
DQN,0,15375,174.0
DQN,0,15526,151.0
DQN,0,15678,152.0
DQN,0,15820,142.0
DQN,0,15953,133.0
DQN,0,16110,157.0
DQN,0,16241,131.0
DQN,0,16382,141.0
DQN,0,16528,146.0
DQN,0,16665,137.0
DQN,0,16820,155.0
DQN,0,16954,134.0
DQN,0,17114,160.0
DQN,0,17244,130.0
DQN,0,17379,135.0
DQN,0,17505,126.0
DQN,0,17621,116.0
DQN,0,17753,132.0
DQN,0,17920,167.0
DQN,0,18052,132.0
DQN,0,18202,150.0
DQN,0,18334,132.0
DQN,0,18466,132.0
DQN,0,18609,143.0
DQN,0,18753,144.0
DQN,0,18896,143.0
DQN,0,19035,139.0
DQN,0,19156,121.0
DQN,0,19298,142.0
DQN,0,19447,149.0
DQN,0,19580,133.0
DQN,0,19713,133.0
DQN,0,19850,137.0
DQN,0,19992,142.0
RND-DQN,0,18,18.0
RND-DQN,0,34,16.0
RND-DQN,0,45,11.0
RND-DQN,0,58,13.0
RND-DQN,0,67,9.0
RND-DQN,0,81,14.0
RND-DQN,0,108,27.0
RND-DQN,0,133,25.0
RND-DQN,0,146,13.0
RND-DQN,0,162,16.0
RND-DQN,0,192,30.0
RND-DQN,0,201,9.0
RND-DQN,0,216,15.0
RND-DQN,0,226,10.0
RND-DQN,0,250,24.0
RND-DQN,0,264,14.0
RND-DQN,0,274,10.0
RND-DQN,0,291,17.0
RND-DQN,0,308,17.0
RND-DQN,0,338,30.0
RND-DQN,0,349,11.0
RND-DQN,0,364,15.0
RND-DQN,0,379,15.0
RND-DQN,0,395,16.0
RND-DQN,0,408,13.0
RND-DQN,0,428,20.0
RND-DQN,0,439,11.0
RND-DQN,0,456,17.0
RND-DQN,0,470,14.0
RND-DQN,0,487,17.0
RND-DQN,0,499,12.0
RND-DQN,0,509,10.0
RND-DQN,0,521,12.0
RND-DQN,0,533,12.0
RND-DQN,0,546,13.0
RND-DQN,0,556,10.0
RND-DQN,0,565,9.0
RND-DQN,0,577,12.0
RND-DQN,0,588,11.0
RND-DQN,0,598,10.0
RND-DQN,0,609,11.0
RND-DQN,0,618,9.0
RND-DQN,0,627,9.0
RND-DQN,0,643,16.0
RND-DQN,0,656,13.0
RND-DQN,0,665,9.0
RND-DQN,0,675,10.0
RND-DQN,0,685,10.0
RND-DQN,0,696,11.0
RND-DQN,0,707,11.0
RND-DQN,0,717,10.0
RND-DQN,0,728,11.0
RND-DQN,0,737,9.0
RND-DQN,0,747,10.0
RND-DQN,0,758,11.0
RND-DQN,0,768,10.0
RND-DQN,0,777,9.0
RND-DQN,0,787,10.0
RND-DQN,0,798,11.0
RND-DQN,0,808,10.0
RND-DQN,0,822,14.0
RND-DQN,0,834,12.0
RND-DQN,0,849,15.0
RND-DQN,0,858,9.0
RND-DQN,0,868,10.0
RND-DQN,0,882,14.0
RND-DQN,0,891,9.0
RND-DQN,0,902,11.0
RND-DQN,0,913,11.0
RND-DQN,0,928,15.0
RND-DQN,0,938,10.0
RND-DQN,0,951,13.0
RND-DQN,0,960,9.0
RND-DQN,0,969,9.0
RND-DQN,0,979,10.0
RND-DQN,0,987,8.0
RND-DQN,0,997,10.0
RND-DQN,0,1006,9.0
RND-DQN,0,1016,10.0
RND-DQN,0,1027,11.0
RND-DQN,0,1038,11.0
RND-DQN,0,1047,9.0
RND-DQN,0,1065,18.0
RND-DQN,0,1074,9.0
RND-DQN,0,1095,21.0
RND-DQN,0,1105,10.0
RND-DQN,0,1114,9.0
RND-DQN,0,1126,12.0
RND-DQN,0,1146,20.0
RND-DQN,0,1158,12.0
RND-DQN,0,1171,13.0
RND-DQN,0,1181,10.0
RND-DQN,0,1190,9.0
RND-DQN,0,1209,19.0
RND-DQN,0,1219,10.0
RND-DQN,0,1229,10.0
RND-DQN,0,1240,11.0
RND-DQN,0,1261,21.0
RND-DQN,0,1271,10.0
RND-DQN,0,1280,9.0
RND-DQN,0,1290,10.0
RND-DQN,0,1319,29.0
RND-DQN,0,1334,15.0
RND-DQN,0,1353,19.0
RND-DQN,0,1368,15.0
RND-DQN,0,1378,10.0
RND-DQN,0,1389,11.0
RND-DQN,0,1398,9.0
RND-DQN,0,1410,12.0
RND-DQN,0,1421,11.0
RND-DQN,0,1433,12.0
RND-DQN,0,1448,15.0
RND-DQN,0,1460,12.0
RND-DQN,0,1470,10.0
RND-DQN,0,1479,9.0
RND-DQN,0,1488,9.0
RND-DQN,0,1497,9.0
RND-DQN,0,1506,9.0
RND-DQN,0,1514,8.0
RND-DQN,0,1524,10.0
RND-DQN,0,1534,10.0
RND-DQN,0,1568,34.0
RND-DQN,0,1577,9.0
RND-DQN,0,1587,10.0
RND-DQN,0,1601,14.0
RND-DQN,0,1611,10.0
RND-DQN,0,1620,9.0
RND-DQN,0,1630,10.0
RND-DQN,0,1640,10.0
RND-DQN,0,1651,11.0
RND-DQN,0,1659,8.0
RND-DQN,0,1669,10.0
RND-DQN,0,1687,18.0
RND-DQN,0,1695,8.0
RND-DQN,0,1704,9.0
RND-DQN,0,1715,11.0
RND-DQN,0,1724,9.0
RND-DQN,0,1733,9.0
RND-DQN,0,1743,10.0
RND-DQN,0,1754,11.0
RND-DQN,0,1763,9.0
RND-DQN,0,1772,9.0
RND-DQN,0,1781,9.0
RND-DQN,0,1791,10.0
RND-DQN,0,1804,13.0
RND-DQN,0,1814,10.0
RND-DQN,0,1825,11.0
RND-DQN,0,1838,13.0
RND-DQN,0,1853,15.0
RND-DQN,0,1869,16.0
RND-DQN,0,1882,13.0
RND-DQN,0,1892,10.0
RND-DQN,0,1906,14.0
RND-DQN,0,1916,10.0
RND-DQN,0,1925,9.0
RND-DQN,0,1939,14.0
RND-DQN,0,1949,10.0
RND-DQN,0,1960,11.0
RND-DQN,0,1971,11.0
RND-DQN,0,1981,10.0
RND-DQN,0,1994,13.0
RND-DQN,0,2008,14.0
RND-DQN,0,2024,16.0
RND-DQN,0,2036,12.0
RND-DQN,0,2045,9.0
RND-DQN,0,2072,27.0
RND-DQN,0,2082,10.0
RND-DQN,0,2094,12.0
RND-DQN,0,2110,16.0
RND-DQN,0,2119,9.0
RND-DQN,0,2136,17.0
RND-DQN,0,2146,10.0
RND-DQN,0,2157,11.0
RND-DQN,0,2166,9.0
RND-DQN,0,2174,8.0
RND-DQN,0,2188,14.0
RND-DQN,0,2201,13.0
RND-DQN,0,2220,19.0
RND-DQN,0,2233,13.0
RND-DQN,0,2252,19.0
RND-DQN,0,2262,10.0
RND-DQN,0,2271,9.0
RND-DQN,0,2298,27.0
RND-DQN,0,2311,13.0
RND-DQN,0,2341,30.0
RND-DQN,0,2364,23.0
RND-DQN,0,2377,13.0
RND-DQN,0,2401,24.0
RND-DQN,0,2411,10.0
RND-DQN,0,2424,13.0
RND-DQN,0,2437,13.0
RND-DQN,0,2458,21.0
RND-DQN,0,2468,10.0
RND-DQN,0,2492,24.0
RND-DQN,0,2514,22.0
RND-DQN,0,2535,21.0
RND-DQN,0,2547,12.0
RND-DQN,0,2571,24.0
RND-DQN,0,2595,24.0
RND-DQN,0,2606,11.0
RND-DQN,0,2627,21.0
RND-DQN,0,2647,20.0
RND-DQN,0,2657,10.0
RND-DQN,0,2678,21.0
RND-DQN,0,2698,20.0
RND-DQN,0,2710,12.0
RND-DQN,0,2728,18.0
RND-DQN,0,2748,20.0
RND-DQN,0,2769,21.0
RND-DQN,0,2790,21.0
RND-DQN,0,2801,11.0
RND-DQN,0,2827,26.0
RND-DQN,0,2841,14.0
RND-DQN,0,2857,16.0
RND-DQN,0,2880,23.0
RND-DQN,0,2901,21.0
RND-DQN,0,2911,10.0
RND-DQN,0,2933,22.0
RND-DQN,0,2943,10.0
RND-DQN,0,2967,24.0
RND-DQN,0,2985,18.0
RND-DQN,0,3008,23.0
RND-DQN,0,3028,20.0
RND-DQN,0,3042,14.0
RND-DQN,0,3062,20.0
RND-DQN,0,3096,34.0
RND-DQN,0,3105,9.0
RND-DQN,0,3132,27.0
RND-DQN,0,3142,10.0
RND-DQN,0,3165,23.0
RND-DQN,0,3182,17.0
RND-DQN,0,3210,28.0
RND-DQN,0,3230,20.0
RND-DQN,0,3250,20.0
RND-DQN,0,3272,22.0
RND-DQN,0,3287,15.0
RND-DQN,0,3308,21.0
RND-DQN,0,3331,23.0
RND-DQN,0,3348,17.0
RND-DQN,0,3379,31.0
RND-DQN,0,3411,32.0
RND-DQN,0,3429,18.0
RND-DQN,0,3454,25.0
RND-DQN,0,3475,21.0
RND-DQN,0,3498,23.0
RND-DQN,0,3520,22.0
RND-DQN,0,3545,25.0
RND-DQN,0,3565,20.0
RND-DQN,0,3599,34.0
RND-DQN,0,3617,18.0
RND-DQN,0,3641,24.0
RND-DQN,0,3662,21.0
RND-DQN,0,3678,16.0
RND-DQN,0,3696,18.0
RND-DQN,0,3717,21.0
RND-DQN,0,3739,22.0
RND-DQN,0,3757,18.0
RND-DQN,0,3781,24.0
RND-DQN,0,3791,10.0
RND-DQN,0,3817,26.0
RND-DQN,0,3827,10.0
RND-DQN,0,3846,19.0
RND-DQN,0,3866,20.0
RND-DQN,0,3886,20.0
RND-DQN,0,3912,26.0
RND-DQN,0,3934,22.0
RND-DQN,0,3957,23.0
RND-DQN,0,3975,18.0
RND-DQN,0,3997,22.0
RND-DQN,0,4014,17.0
RND-DQN,0,4034,20.0
RND-DQN,0,4048,14.0
RND-DQN,0,4058,10.0
RND-DQN,0,4088,30.0
RND-DQN,0,4107,19.0
RND-DQN,0,4125,18.0
RND-DQN,0,4135,10.0
RND-DQN,0,4166,31.0
RND-DQN,0,4176,10.0
RND-DQN,0,4199,23.0
RND-DQN,0,4223,24.0
RND-DQN,0,4245,22.0
RND-DQN,0,4291,46.0
RND-DQN,0,4355,64.0
RND-DQN,0,4456,101.0
RND-DQN,0,4539,83.0
RND-DQN,0,4643,104.0
RND-DQN,0,4664,21.0
RND-DQN,0,4761,97.0
RND-DQN,0,4870,109.0
RND-DQN,0,4961,91.0
RND-DQN,0,5069,108.0
RND-DQN,0,5181,112.0
RND-DQN,0,5324,143.0
RND-DQN,0,5415,91.0
RND-DQN,0,5544,129.0
RND-DQN,0,5722,178.0
RND-DQN,0,5876,154.0
RND-DQN,0,6032,156.0
RND-DQN,0,6195,163.0
RND-DQN,0,6359,164.0
RND-DQN,0,6539,180.0
RND-DQN,0,6696,157.0
RND-DQN,0,6857,161.0
RND-DQN,0,7029,172.0
RND-DQN,0,7184,155.0
RND-DQN,0,7375,191.0
RND-DQN,0,7541,166.0
RND-DQN,0,7757,216.0
RND-DQN,0,7918,161.0
RND-DQN,0,8105,187.0
RND-DQN,0,8270,165.0
RND-DQN,0,8418,148.0
RND-DQN,0,8599,181.0
RND-DQN,0,8735,136.0
RND-DQN,0,8922,187.0
RND-DQN,0,9127,205.0
RND-DQN,0,9296,169.0
RND-DQN,0,9480,184.0
RND-DQN,0,9654,174.0
RND-DQN,0,9842,188.0
RND-DQN,0,10002,160.0
RND-DQN,0,10181,179.0
RND-DQN,0,10336,155.0
RND-DQN,0,10542,206.0
RND-DQN,0,10727,185.0
RND-DQN,0,10877,150.0
RND-DQN,0,11033,156.0
RND-DQN,0,11183,150.0
RND-DQN,0,11328,145.0
RND-DQN,0,11465,137.0
RND-DQN,0,11607,142.0
RND-DQN,0,11752,145.0
RND-DQN,0,11908,156.0
RND-DQN,0,12072,164.0
RND-DQN,0,12218,146.0
RND-DQN,0,12371,153.0
RND-DQN,0,12527,156.0
RND-DQN,0,12682,155.0
RND-DQN,0,12849,167.0
RND-DQN,0,13005,156.0
RND-DQN,0,13207,202.0
RND-DQN,0,13386,179.0
RND-DQN,0,13546,160.0
RND-DQN,0,13742,196.0
RND-DQN,0,13921,179.0
RND-DQN,0,14124,203.0
RND-DQN,0,14338,214.0
RND-DQN,0,14590,252.0
RND-DQN,0,14771,181.0
RND-DQN,0,14954,183.0
RND-DQN,0,15152,198.0
RND-DQN,0,15322,170.0
RND-DQN,0,15504,182.0
RND-DQN,0,15682,178.0
RND-DQN,0,15879,197.0
RND-DQN,0,16036,157.0
RND-DQN,0,16223,187.0
RND-DQN,0,16396,173.0
RND-DQN,0,16598,202.0
RND-DQN,0,16809,211.0
RND-DQN,0,16983,174.0
RND-DQN,0,17207,224.0
RND-DQN,0,17422,215.0
RND-DQN,0,17625,203.0
RND-DQN,0,17841,216.0
RND-DQN,0,18047,206.0
RND-DQN,0,18316,269.0
RND-DQN,0,18498,182.0
RND-DQN,0,18676,178.0
RND-DQN,0,18853,177.0
RND-DQN,0,19034,181.0
RND-DQN,0,19326,292.0
RND-DQN,0,19527,201.0
RND-DQN,0,19688,161.0
RND-DQN,0,19875,187.0
DQN,1,24,24.0
DQN,1,38,14.0
DQN,1,53,15.0
DQN,1,84,31.0
DQN,1,97,13.0
DQN,1,115,18.0
DQN,1,124,9.0
DQN,1,145,21.0
DQN,1,168,23.0
DQN,1,184,16.0
DQN,1,204,20.0
DQN,1,221,17.0
DQN,1,244,23.0
DQN,1,256,12.0
DQN,1,269,13.0
DQN,1,281,12.0
DQN,1,296,15.0
DQN,1,313,17.0
DQN,1,322,9.0
DQN,1,331,9.0
DQN,1,343,12.0
DQN,1,361,18.0
DQN,1,375,14.0
DQN,1,383,8.0
DQN,1,392,9.0
DQN,1,409,17.0
DQN,1,423,14.0
DQN,1,433,10.0
DQN,1,457,24.0
DQN,1,468,11.0
DQN,1,484,16.0
DQN,1,494,10.0
DQN,1,506,12.0
DQN,1,521,15.0
DQN,1,532,11.0
DQN,1,545,13.0
DQN,1,556,11.0
DQN,1,567,11.0
DQN,1,580,13.0
DQN,1,589,9.0
DQN,1,600,11.0
DQN,1,611,11.0
DQN,1,624,13.0
DQN,1,634,10.0
DQN,1,644,10.0
DQN,1,656,12.0
DQN,1,666,10.0
DQN,1,677,11.0
DQN,1,686,9.0
DQN,1,695,9.0
DQN,1,704,9.0
DQN,1,714,10.0
DQN,1,725,11.0
DQN,1,739,14.0
DQN,1,747,8.0
DQN,1,758,11.0
DQN,1,768,10.0
DQN,1,777,9.0
DQN,1,791,14.0
DQN,1,814,23.0
DQN,1,825,11.0
DQN,1,837,12.0
DQN,1,847,10.0
DQN,1,858,11.0
DQN,1,868,10.0
DQN,1,879,11.0
DQN,1,890,11.0
DQN,1,900,10.0
DQN,1,909,9.0
DQN,1,917,8.0
DQN,1,928,11.0
DQN,1,938,10.0
DQN,1,948,10.0
DQN,1,958,10.0
DQN,1,967,9.0
DQN,1,982,15.0
DQN,1,994,12.0
DQN,1,1004,10.0
DQN,1,1015,11.0
DQN,1,1030,15.0
DQN,1,1043,13.0
DQN,1,1055,12.0
DQN,1,1069,14.0
DQN,1,1080,11.0
DQN,1,1092,12.0
DQN,1,1101,9.0
DQN,1,1113,12.0
DQN,1,1123,10.0
DQN,1,1134,11.0
DQN,1,1144,10.0
DQN,1,1154,10.0
DQN,1,1167,13.0
DQN,1,1191,24.0
DQN,1,1203,12.0
DQN,1,1212,9.0
DQN,1,1220,8.0
DQN,1,1233,13.0
DQN,1,1241,8.0
DQN,1,1250,9.0
DQN,1,1262,12.0
DQN,1,1273,11.0
DQN,1,1284,11.0
DQN,1,1292,8.0
DQN,1,1300,8.0
DQN,1,1309,9.0
DQN,1,1318,9.0
DQN,1,1327,9.0
DQN,1,1337,10.0
DQN,1,1347,10.0
DQN,1,1359,12.0
DQN,1,1370,11.0
DQN,1,1380,10.0
DQN,1,1389,9.0
DQN,1,1398,9.0
DQN,1,1409,11.0
DQN,1,1419,10.0
DQN,1,1429,10.0
DQN,1,1464,35.0
DQN,1,1478,14.0
DQN,1,1489,11.0
DQN,1,1503,14.0
DQN,1,1512,9.0
DQN,1,1522,10.0
DQN,1,1532,10.0
DQN,1,1542,10.0
DQN,1,1569,27.0
DQN,1,1579,10.0
DQN,1,1611,32.0
DQN,1,1621,10.0
DQN,1,1631,10.0
DQN,1,1651,20.0
DQN,1,1665,14.0
DQN,1,1674,9.0
DQN,1,1686,12.0
DQN,1,1698,12.0
DQN,1,1709,11.0
DQN,1,1722,13.0
DQN,1,1732,10.0
DQN,1,1741,9.0
DQN,1,1750,9.0
DQN,1,1761,11.0
DQN,1,1772,11.0
DQN,1,1785,13.0
DQN,1,1796,11.0
DQN,1,1806,10.0
DQN,1,1819,13.0
DQN,1,1830,11.0
DQN,1,1838,8.0
DQN,1,1847,9.0
DQN,1,1856,9.0
DQN,1,1865,9.0
DQN,1,1875,10.0
DQN,1,1885,10.0
DQN,1,1897,12.0
DQN,1,1911,14.0
DQN,1,1921,10.0
DQN,1,1931,10.0
DQN,1,1942,11.0
DQN,1,1954,12.0
DQN,1,1964,10.0
DQN,1,1973,9.0
DQN,1,1982,9.0
DQN,1,1992,10.0
DQN,1,2000,8.0
DQN,1,2010,10.0
DQN,1,2019,9.0
DQN,1,2045,26.0
DQN,1,2054,9.0
DQN,1,2079,25.0
DQN,1,2089,10.0
DQN,1,2098,9.0
DQN,1,2123,25.0
DQN,1,2136,13.0
DQN,1,2146,10.0
DQN,1,2154,8.0
DQN,1,2163,9.0
DQN,1,2191,28.0
DQN,1,2200,9.0
DQN,1,2208,8.0
DQN,1,2229,21.0
DQN,1,2304,75.0
DQN,1,2313,9.0
DQN,1,2322,9.0
DQN,1,2345,23.0
DQN,1,2356,11.0
DQN,1,2365,9.0
DQN,1,2374,9.0
DQN,1,2386,12.0
DQN,1,2407,21.0
DQN,1,2417,10.0
DQN,1,2446,29.0
DQN,1,2456,10.0
DQN,1,2468,12.0
DQN,1,2492,24.0
DQN,1,2504,12.0
DQN,1,2515,11.0
DQN,1,2524,9.0
DQN,1,2532,8.0
DQN,1,2541,9.0
DQN,1,2552,11.0
DQN,1,2570,18.0
DQN,1,2582,12.0
DQN,1,2627,45.0
DQN,1,2638,11.0
DQN,1,2648,10.0
DQN,1,2660,12.0
DQN,1,2705,45.0
DQN,1,2715,10.0
DQN,1,2727,12.0
DQN,1,2738,11.0
DQN,1,2749,11.0
DQN,1,2757,8.0
DQN,1,2768,11.0
DQN,1,2778,10.0
DQN,1,2824,46.0
DQN,1,2836,12.0
DQN,1,2853,17.0
DQN,1,2862,9.0
DQN,1,2872,10.0
DQN,1,2889,17.0
DQN,1,2898,9.0
DQN,1,2952,54.0
DQN,1,2962,10.0
DQN,1,2972,10.0
DQN,1,2982,10.0
DQN,1,2992,10.0
DQN,1,3002,10.0
DQN,1,3011,9.0
DQN,1,3021,10.0
DQN,1,3031,10.0
DQN,1,3042,11.0
DQN,1,3112,70.0
DQN,1,3261,149.0
DQN,1,3372,111.0
DQN,1,3512,140.0
DQN,1,3646,134.0
DQN,1,3785,139.0
DQN,1,3895,110.0
DQN,1,3935,40.0
DQN,1,3957,22.0
DQN,1,4066,109.0
DQN,1,4266,200.0
DQN,1,4423,157.0
DQN,1,4556,133.0
DQN,1,4704,148.0
DQN,1,4835,131.0
DQN,1,4995,160.0
DQN,1,5133,138.0
DQN,1,5292,159.0
DQN,1,5470,178.0
DQN,1,5637,167.0
DQN,1,5784,147.0
DQN,1,6011,227.0
DQN,1,6177,166.0
DQN,1,6369,192.0
DQN,1,6543,174.0
DQN,1,6746,203.0
DQN,1,6893,147.0
DQN,1,7036,143.0
DQN,1,7188,152.0
DQN,1,7362,174.0
DQN,1,7496,134.0
DQN,1,7650,154.0
DQN,1,7788,138.0
DQN,1,7947,159.0
DQN,1,8091,144.0
DQN,1,8223,132.0
DQN,1,8353,130.0
DQN,1,8496,143.0
DQN,1,8646,150.0
DQN,1,8807,161.0
DQN,1,8960,153.0
DQN,1,9103,143.0
DQN,1,9292,189.0
DQN,1,9556,264.0
DQN,1,9726,170.0
DQN,1,9875,149.0
DQN,1,10033,158.0
DQN,1,10163,130.0
DQN,1,10329,166.0
DQN,1,10477,148.0
DQN,1,10626,149.0
DQN,1,10832,206.0
DQN,1,10969,137.0
DQN,1,11133,164.0
DQN,1,11347,214.0
DQN,1,11482,135.0
DQN,1,11714,232.0
DQN,1,11864,150.0
DQN,1,12038,174.0
DQN,1,12190,152.0
DQN,1,12323,133.0
DQN,1,12486,163.0
DQN,1,12610,124.0
DQN,1,12744,134.0
DQN,1,12889,145.0
DQN,1,13012,123.0
DQN,1,13156,144.0
DQN,1,13271,115.0
DQN,1,13383,112.0
