step,n,mean,median,iqm,std,se,ci95,ci95_width,group
46000,5,400.04,412.4,400.0,87.4876448420004,39.12566421161435,76.68630185476412,153.37260370952825,Low A (5 seeds)
47000,5,423.4799999999999,476.6,469.8666666666666,123.63337737035253,55.29052721759849,108.36943334649304,216.73886669298608,Low A (5 seeds)
48000,5,356.16,364.4,350.4666666666667,111.06947375404279,49.67177870783368,97.35668626735401,194.71337253470801,Low A (5 seeds)
49000,5,430.76000000000005,433.8,448.73333333333335,75.12807730802113,33.59829757591893,65.8526632488011,131.7053264976022,Low A (5 seeds)
50000,5,422.35999999999996,432.6,423.8666666666666,61.91500625857999,27.689232564301957,54.27089582603183,108.54179165206367,Low A (5 seeds)
1000,5,22.96,21.6,21.933333333333334,4.320648099533216,1.9322525714823096,3.787215040105327,7.574430080210654,Low B (5 seeds)
2000,5,28.080000000000002,27.8,29.666666666666668,8.01199101347474,3.58307130824939,7.022819764168804,14.045639528337608,Low B (5 seeds)
3000,5,42.080000000000005,41.2,37.53333333333333,16.721602793990773,7.478128108022755,14.6571310917246,29.3142621834492,Low B (5 seeds)
4000,5,52.120000000000005,50.6,50.26666666666667,16.92134746407626,7.5674566401136385,14.832215014622731,29.664430029245462,Low B (5 seeds)
5000,5,64.6,65.2,65.06666666666668,19.488971240165554,8.715732900909712,17.082836485783037,34.165672971566075,Low B (5 seeds)
6000,5,81.84,98.2,86.26666666666667,29.85210210353703,13.350265914954653,26.16652119331112,52.33304238662224,Low B (5 seeds)
7000,5,101.76000000000002,123.6,106.39999999999999,35.62313854785959,15.931151872981436,31.225057671043615,62.45011534208723,Low B (5 seeds)
8000,5,111.8,97.2,97.2,53.63636825885959,23.986913098604415,47.014349673264654,94.02869934652931,Low B (5 seeds)
9000,5,147.6,128.2,146.9333333333333,39.56159754104983,17.692484280055186,34.67726918890816,69.35453837781633,Low B (5 seeds)
10000,5,160.28,167.0,147.79999999999998,68.97863437326083,30.848183090742964,60.462438857856206,120.92487771571241,Low B (5 seeds)
11000,5,128.0,117.8,118.06666666666666,43.49988505731941,19.453740000318707,38.12933040062467,76.25866080124933,Low B (5 seeds)
12000,5,138.56,144.0,138.0,24.52932938341365,10.969849588759184,21.500905193968,43.001810387936,Low B (5 seeds)
13000,5,150.32,156.6,153.33333333333334,60.488445177570895,27.05125505406357,53.0204599059646,106.0409198119292,Low B (5 seeds)
14000,5,193.64000000000001,210.8,205.53333333333333,82.45549102394575,36.87521660953329,72.27542455468524,144.5508491093705,Low B (5 seeds)
15000,5,192.52,186.4,186.66666666666666,61.983320337006795,27.719783548938473,54.330775755919404,108.66155151183881,Low B (5 seeds)
16000,5,149.44,131.2,142.53333333333333,38.39203042299274,17.169437964010353,33.652098409460294,67.30419681892059,Low B (5 seeds)
17000,5,209.08,224.2,212.73333333333335,68.43253612135094,30.603960528010095,59.98376263489978,119.96752526979957,Low B (5 seeds)
18000,5,225.04000000000002,182.2,214.6,73.00594496340692,32.64925113995725,63.99253223431621,127.98506446863242,Low B (5 seeds)
19000,5,184.0,172.6,186.66666666666666,50.471378027551424,22.571486437538848,44.24011341757614,88.48022683515228,Low B (5 seeds)
20000,5,246.11999999999998,221.4,221.6,121.59182538312352,54.37751741298972,106.57993412945984,213.1598682589197,Low B (5 seeds)
21000,5,262.08000000000004,256.6,268.6666666666667,111.48547887505349,49.857821853747275,97.72133083334465,195.4426616666893,Low B (5 seeds)
22000,5,275.52,281.2,299.59999999999997,119.07758815159131,53.25311634073634,104.37610802784323,208.75221605568646,Low B (5 seeds)
23000,5,326.2,303.4,329.8666666666666,80.78205246216513,36.1268321334711,70.80859098160334,141.6171819632067,Low B (5 seeds)
24000,5,306.03999999999996,294.6,302.6666666666667,74.29527575828763,33.225857400524674,65.12268050502836,130.2453610100567,Low B (5 seeds)
25000,5,285.32000000000005,245.0,273.06666666666666,126.56402332416584,56.601151931740745,110.93825778621186,221.87651557242373,Low B (5 seeds)
26000,5,265.64,278.8,295.8,107.2261535260871,47.95299365003191,93.98786755406253,187.97573510812506,Low B (5 seeds)
27000,5,162.4,155.2,156.26666666666665,47.25674555023865,21.133859089148864,41.422363814731774,82.84472762946355,Low B (5 seeds)
28000,5,200.00000000000003,190.2,191.6,80.95924900837458,36.2060768380116,70.96391060250274,141.92782120500547,Low B (5 seeds)
29000,5,280.71999999999997,245.8,272.5333333333333,90.27398296297775,40.37175250097523,79.12863490191144,158.25726980382288,Low B (5 seeds)
30000,5,300.0,357.8,314.6666666666667,106.87207305933576,47.794644051399736,93.67750234074349,187.35500468148697,Low B (5 seeds)
31000,5,339.48,389.0,346.9333333333334,121.75636328340298,54.45110099896971,106.72415795798062,213.44831591596125,Low B (5 seeds)
32000,5,326.36,330.2,338.8,157.197035595459,70.3006514905801,137.78927692153698,275.57855384307396,Low B (5 seeds)
33000,5,268.71999999999997,305.6,261.59999999999997,123.09229057906104,55.04854584818749,107.89514986244747,215.79029972489494,Low B (5 seeds)
34000,5,270.91999999999996,266.4,258.8,108.47143402758165,48.509900020511274,95.07940404020209,190.15880808040419,Low B (5 seeds)
35000,5,300.67999999999995,282.2,290.59999999999997,81.00032098701831,36.22444478525516,70.99991177910012,141.99982355820023,Low B (5 seeds)
36000,5,276.76,295.8,286.8,90.95332869114797,40.67556514665777,79.72410768744922,159.44821537489844,Low B (5 seeds)
37000,5,367.52,369.0,362.26666666666665,77.36505671167055,34.59870517808434,67.8134621490453,135.6269242980906,Low B (5 seeds)
38000,5,354.44,421.0,395.4666666666667,129.6602791914316,57.98583965072851,113.65224571542787,227.30449143085573,Low B (5 seeds)
39000,5,301.96,320.6,300.2,77.77729745883435,34.78306484483505,68.1748070958767,136.3496141917534,Low B (5 seeds)
40000,5,255.56,219.2,249.26666666666665,91.69464542709133,41.00709206954329,80.37390045630485,160.7478009126097,Low B (5 seeds)
41000,5,302.15999999999997,284.6,291.40000000000003,108.03484623027886,48.31465202192808,94.69671796297904,189.39343592595807,Low B (5 seeds)
42000,5,348.0,375.6,348.6000000000001,118.47742400980871,52.984714776999596,103.85004096291921,207.70008192583842,Low B (5 seeds)
43000,5,399.2,393.0,389.0,63.7054157823336,28.489928044837175,55.840258967880864,111.68051793576173,Low B (5 seeds)
44000,5,440.71999999999997,466.0,446.4666666666667,42.51790211193399,19.014583876593253,37.268584398122776,74.53716879624555,Low B (5 seeds)
45000,5,428.08000000000004,439.8,433.93333333333334,60.76604314911412,27.17540064102091,53.263785256400986,106.52757051280197,Low B (5 seeds)
46000,5,410.84,452.0,419.3999999999999,72.27757605232757,32.32351466038307,63.35408873435081,126.70817746870162,Low B (5 seeds)
47000,5,383.47999999999996,415.4,393.73333333333335,52.93856817104142,23.674847412391063,46.402700928286485,92.80540185657297,Low B (5 seeds)
48000,5,393.4,427.6,430.0,120.83302528696366,54.03817169372035,105.91481651969188,211.82963303938376,Low B (5 seeds)
49000,5,390.47999999999996,428.2,433.3333333333333,127.87897403404517,57.1892157666111,112.09086290255775,224.1817258051155,Low B (5 seeds)
50000,5,370.64000000000004,379.0,385.5333333333333,111.30942457851445,49.77908797878884,97.56701243842612,195.13402487685224,Low B (5 seeds)
1000,5,34.64,39.0,34.0,15.837550315626467,7.082767820562806,13.8822249283031,27.7644498566062,Low C (5 seeds)
2000,5,34.120000000000005,31.8,32.06666666666667,8.99066182213523,4.0207461994013,7.880662550826548,15.761325101653096,Low C (5 seeds)
3000,5,53.32000000000001,52.0,54.13333333333333,12.090988379781031,5.407254386470085,10.598218597481367,21.196437194962733,Low C (5 seeds)
4000,5,53.88000000000001,38.4,49.06666666666666,27.19213121474667,12.160690769853497,23.834953908912855,47.66990781782571,Low C (5 seeds)
5000,5,80.47999999999999,89.0,87.93333333333334,26.125313395249442,11.683595337052717,22.899846860623324,45.79969372124665,Low C (5 seeds)
6000,5,83.32000000000001,76.6,80.66666666666667,33.35583906904457,14.917184720985391,29.237682053131365,58.47536410626273,Low C (5 seeds)
7000,5,102.8,99.8,98.33333333333333,34.29635549150959,15.33779645190273,30.06208104572935,60.1241620914587,Low C (5 seeds)
8000,5,116.47999999999999,102.4,106.73333333333333,38.16296634172978,17.06699739262885,33.45131488955254,66.90262977910508,Low C (5 seeds)
9000,5,147.04000000000002,110.6,114.86666666666666,87.52786984726637,39.14365338084835,76.72156062646276,153.44312125292552,Low C (5 seeds)
10000,5,168.24,183.6,172.0666666666667,43.638835914813306,19.515880712896355,38.251126197276854,76.50225239455371,Low C (5 seeds)
11000,5,144.12,139.0,136.66666666666666,43.442974115499965,19.428288653404344,38.07944576067251,76.15889152134503,Low C (5 seeds)
12000,5,173.76,158.0,162.73333333333332,38.29344591441204,17.125349631467383,33.56568527767607,67.13137055535213,Low C (5 seeds)
13000,5,184.92,160.4,161.6,90.64299200710444,40.53677836237112,79.4520855902474,158.9041711804948,Low C (5 seeds)
14000,5,159.56,164.2,163.2,55.847900587219925,24.975940422734833,48.95284322856027,97.90568645712054,Low C (5 seeds)
15000,5,187.0,196.8,192.0666666666667,90.47098982546837,40.45985664828782,79.30131903064412,158.60263806128825,Low C (5 seeds)
16000,5,194.07999999999998,206.8,198.86666666666667,60.77015714970631,27.177240478017634,53.267391336914564,106.53478267382913,Low C (5 seeds)
17000,5,173.96,166.8,162.93333333333337,63.68334162086659,28.480056179719867,55.820910112250935,111.64182022450187,Low C (5 seeds)
18000,5,241.71999999999997,224.4,239.9333333333333,57.64279660113655,25.778642322667032,50.52613895242738,101.05227790485476,Low C (5 seeds)
19000,5,223.64000000000001,220.2,229.0,52.56679560330837,23.508585665666917,46.07682790470716,92.15365580941432,Low C (5 seeds)
20000,5,217.64000000000001,210.4,213.73333333333335,58.85888208248607,26.322492283216647,51.592084875104625,103.18416975020925,Low C (5 seeds)
21000,5,197.68,215.4,203.53333333333333,98.25564614819854,43.94126079210746,86.12487115253062,172.24974230506123,Low C (5 seeds)
22000,5,229.04000000000002,215.6,237.79999999999998,82.7015598401868,36.985261929584865,72.49111338198634,144.98222676397268,Low C (5 seeds)
23000,5,281.36,285.8,288.26666666666665,94.77778220659101,42.3859127541215,83.07638899807813,166.15277799615626,Low C (5 seeds)
24000,5,268.68,310.0,273.1333333333334,88.1115883411484,39.40470022725715,77.23321244542402,154.46642489084803,Low C (5 seeds)
25000,5,229.35999999999999,249.4,230.86666666666667,67.73439303632978,30.29174144878435,59.371813239617325,118.74362647923465,Low C (5 seeds)
26000,5,222.04000000000002,202.2,218.0,77.56202679146541,34.68679287567531,67.9861140363236,135.9722280726472,Low C (5 seeds)
27000,5,298.2,279.8,273.26666666666665,106.45581242938312,47.60848663841353,93.31263381129052,186.62526762258105,Low C (5 seeds)
28000,5,284.48,300.0,311.06666666666666,94.86955254453349,42.426953696913,83.15682924594948,166.31365849189896,Low C (5 seeds)
29000,5,252.68,288.6,268.1333333333334,121.01856055994057,54.121145590240424,106.07744535687122,212.15489071374245,Low C (5 seeds)
30000,5,184.64000000000001,171.6,172.0666666666667,64.2220211453984,28.720960986707944,56.293083533947566,112.58616706789513,Low C (5 seeds)
31000,5,326.52000000000004,296.8,324.1333333333334,67.17448920535234,30.041344843398733,58.881035893061515,117.76207178612303,Low C (5 seeds)
32000,5,326.4,324.0,322.26666666666665,36.135854770573765,16.1604455384126,31.674473255288692,63.348946510577385,Low C (5 seeds)
33000,5,380.28000000000003,345.8,357.1333333333334,69.37688375820868,31.026285630091134,60.811519834978625,121.62303966995725,Low C (5 seeds)
34000,5,375.88,391.4,391.2,90.66494361107827,40.54659541811125,79.47132701949805,158.9426540389961,Low C (5 seeds)
35000,5,295.2,272.4,273.06666666666666,117.23779254148381,52.430334730955124,102.76345607267204,205.52691214534408,Low C (5 seeds)
36000,5,307.96,331.0,287.0,132.71770040201872,59.353159983273,116.33219356721509,232.66438713443017,Low C (5 seeds)
37000,5,379.4,362.2,365.2,65.1746883383419,29.147006707379056,57.12813314646295,114.2562662929259,Low C (5 seeds)
38000,5,339.12,322.0,324.26666666666665,73.88905196306148,33.04418859648395,64.76660964910853,129.53321929821706,Low C (5 seeds)
39000,5,263.71999999999997,227.0,262.3333333333333,120.93052550948416,54.08177511879579,106.00027923283974,212.0005584656795,Low C (5 seeds)
40000,5,335.59999999999997,347.0,349.06666666666666,88.25474491493361,39.468721793339085,77.3586947149446,154.7173894298892,Low C (5 seeds)
41000,5,365.6,326.4,351.59999999999997,82.8545713886687,37.05369077433447,72.62523391769555,145.2504678353911,Low C (5 seeds)
42000,5,349.36,342.4,342.93333333333334,81.49593854910809,36.446091697190255,71.4343397264929,142.8686794529858,Low C (5 seeds)
43000,5,391.48,446.2,432.93333333333334,130.9559162466515,58.56526615665637,114.78792166704649,229.57584333409298,Low C (5 seeds)
44000,5,333.56000000000006,365.4,386.7333333333333,151.479529970224,67.74370524262751,132.77766227554991,265.55532455109983,Low C (5 seeds)
45000,5,319.92,313.2,339.26666666666665,120.43609093623057,53.860657255551565,105.56688822088107,211.13377644176214,Low C (5 seeds)
46000,5,388.24000000000007,409.4,414.0,74.9827180088852,33.53329092111299,65.72525020538147,131.45050041076294,Low C (5 seeds)
47000,5,382.96000000000004,389.4,372.4666666666667,83.27909701719875,37.243544407051274,72.9973470378205,145.994694075641,Low C (5 seeds)
48000,5,402.64,386.6,386.8,37.01605057269076,16.55408106782131,32.44599889292977,64.89199778585954,Low C (5 seeds)
49000,5,444.84000000000003,453.0,447.1333333333334,26.12829883478831,11.684930466203042,22.90246371375796,45.80492742751592,Low C (5 seeds)
50000,5,379.32,381.0,377.0,78.2731882575381,35.004833951898696,68.60947454572144,137.21894909144288,Low C (5 seeds)
1000,10,32.58,32.8,31.766666666666662,10.853550366380375,3.4321939857116988,6.727100211994929,13.454200423989858,Medium (10 seeds)
2000,10,36.8,38.2,36.666666666666664,10.24065970097196,3.2383809397770222,6.347226641962964,12.694453283925927,Medium (10 seeds)
3000,10,50.459999999999994,50.7,47.666666666666664,14.141208497783271,4.471842772032328,8.764811833183364,17.529623666366728,Medium (10 seeds)
4000,10,58.60000000000001,59.1,58.333333333333336,22.847124788714904,7.2248952318432345,14.16079465441274,28.32158930882548,Medium (10 seeds)
5000,10,102.17999999999999,99.19999999999999,100.33333333333333,43.9709449523205,13.904833691921668,27.25347403616647,54.50694807233294,Medium (10 seeds)
6000,10,94.79999999999998,88.1,88.13333333333334,40.04464175558739,12.663227603313988,24.819926102495415,49.63985220499083,Medium (10 seeds)
7000,10,119.63999999999999,109.0,110.33333333333333,45.168897853869915,14.283659661772028,27.995972937073173,55.991945874146346,Medium (10 seeds)
8000,10,129.74,138.4,135.13333333333335,42.94399971021692,13.580085092189632,26.61696678069168,53.23393356138336,Medium (10 seeds)
9000,10,138.68,133.3,140.76666666666668,42.37915630223057,13.40146592313277,26.26687320934023,52.53374641868046,Medium (10 seeds)
10000,10,146.0,131.0,134.4,50.04122744742023,15.824425564438172,31.015874106298817,62.031748212597634,Medium (10 seeds)
11000,10,167.26000000000002,164.4,166.53333333333333,20.145923215931855,6.370700292920882,12.486572574124928,24.973145148249856,Medium (10 seeds)
12000,10,157.9,156.1,150.76666666666668,54.69375345198634,17.295683469197357,33.89953959962682,67.79907919925364,Medium (10 seeds)
13000,10,215.34,224.0,216.29999999999998,53.0244430008987,16.767801154461353,32.864890262744254,65.72978052548851,Medium (10 seeds)
14000,10,201.54,203.8,200.6333333333333,47.35952796311307,14.97639772738721,29.35373954567893,58.70747909135786,Medium (10 seeds)
15000,10,223.72000000000003,216.60000000000002,215.86666666666667,43.84753382143882,13.865807665701343,27.176983024774632,54.353966049549264,Medium (10 seeds)
16000,10,196.82,192.3,190.33333333333334,82.6780879206953,26.145107041705188,51.244409801742165,102.48881960348433,Medium (10 seeds)
17000,10,221.21999999999997,213.2,225.39999999999998,71.15338361596024,22.500675545414182,44.101324069011795,88.20264813802359,Medium (10 seeds)
18000,10,214.8,207.2,204.66666666666666,66.11249671750585,20.906607142772405,40.97694999983391,81.95389999966783,Medium (10 seeds)
19000,10,203.14000000000001,207.9,205.4,43.86960983034459,13.87278871268018,27.190665876853153,54.381331753706306,Medium (10 seeds)
20000,10,263.24,242.2,250.83333333333334,63.36341741625578,20.037271936734964,39.27305299600053,78.54610599200106,Medium (10 seeds)
21000,10,240.00000000000006,238.39999999999998,237.43333333333337,69.6402182650227,22.022170646873118,43.16345446787131,86.32690893574262,Medium (10 seeds)
22000,10,222.04000000000002,210.0,220.0666666666667,79.3339943950049,25.08761181672474,49.17171916078048,98.34343832156097,Medium (10 seeds)
23000,10,244.67999999999998,218.7,227.9333333333333,98.39273685931634,31.114515369304193,60.98445012383622,121.96890024767244,Medium (10 seeds)
24000,10,253.56,263.6,249.83333333333337,90.28698934201121,28.551252940010258,55.960455762420104,111.92091152484021,Medium (10 seeds)
25000,10,230.22000000000003,226.7,218.06666666666663,114.83439089982294,36.31382289615531,71.1750928764644,142.3501857529288,Medium (10 seeds)
26000,10,213.16,216.10000000000002,215.66666666666666,82.77797882153067,26.176695318121762,51.306322823518656,102.61264564703731,Medium (10 seeds)
27000,10,255.58,253.3,265.09999999999997,90.12137248054859,28.498880289895215,55.85780536819462,111.71561073638924,Medium (10 seeds)
28000,10,277.28,270.7,274.1666666666667,86.2684286270347,27.280472462510208,53.46972602652001,106.93945205304001,Medium (10 seeds)
29000,10,291.65999999999997,291.4,294.93333333333334,130.89707746504078,41.39329038490282,81.13084915440952,162.26169830881904,Medium (10 seeds)
30000,10,299.47999999999996,335.9,317.8333333333333,100.34527946600731,31.73196355587077,62.19464856950671,124.38929713901342,Medium (10 seeds)
31000,10,334.67999999999995,349.1,338.1,81.69233338161749,25.83338408597165,50.63343280850444,101.26686561700888,Medium (10 seeds)
32000,10,340.62,376.6,367.06666666666666,108.70066748236236,34.37416924248659,67.3733717152737,134.7467434305474,Medium (10 seeds)
33000,10,348.0,412.70000000000005,373.3333333333333,123.3505213248453,39.006859795568154,76.45344519931358,152.90689039862716,Medium (10 seeds)
34000,10,385.36,402.0,401.7,96.60074993957805,30.547839348943956,59.873765123930156,119.74753024786031,Medium (10 seeds)
35000,10,362.56000000000006,364.6,374.79999999999995,90.29294546087196,28.553136430171726,55.96414740313658,111.92829480627316,Medium (10 seeds)
36000,10,380.8,389.9,384.7,75.75656920543445,23.956330640934514,46.95440805623165,93.9088161124633,Medium (10 seeds)
37000,10,342.44,320.9,333.8333333333333,93.3262759236528,29.512359746007732,57.84422510217515,115.6884502043503,Medium (10 seeds)
38000,10,340.4,356.1,351.73333333333335,114.85836688915808,36.321404769700806,71.18995334861357,142.37990669722714,Medium (10 seeds)
39000,10,373.52,387.3,389.56666666666666,111.2149949921822,35.16926941395159,68.93176805134512,137.86353610269023,Medium (10 seeds)
40000,10,390.17999999999995,373.9,390.7,91.41220195721503,28.907076411610127,56.65786976675585,113.3157395335117,Medium (10 seeds)
41000,10,406.84,451.20000000000005,432.3999999999999,104.17761755770768,32.94385526923041,64.5699563276916,129.1399126553832,Medium (10 seeds)
42000,10,378.14,416.9,400.23333333333335,111.91000551038022,35.389051037479554,69.36254003345992,138.72508006691984,Medium (10 seeds)
43000,10,365.36,394.9,382.7666666666667,97.951089835693,30.974854317655797,60.71071446260536,121.42142892521072,Medium (10 seeds)
44000,10,388.9,420.0,399.90000000000003,104.94905642474563,33.18780565877238,65.04809909119388,130.09619818238775,Medium (10 seeds)
45000,10,384.14,388.29999999999995,395.66666666666674,109.86763955879921,34.74319821522224,68.0966685018356,136.1933370036712,Medium (10 seeds)
46000,10,359.9,315.3,348.5333333333333,86.74802591413824,27.4321344411987,53.76698350474945,107.5339670094989,Medium (10 seeds)
47000,10,413.06000000000006,453.8,435.26666666666665,96.92421094167683,30.650126699031222,60.07424833010119,120.14849666020238,Medium (10 seeds)
48000,10,403.2,429.5,422.8666666666666,98.0154182882582,30.995196760501813,60.75058565058355,121.5011713011671,Medium (10 seeds)
49000,10,446.93999999999994,455.20000000000005,457.3333333333333,59.54270549595288,18.829056741583678,36.904951213504006,73.80990242700801,Medium (10 seeds)
50000,10,423.5,423.3,425.0,52.66289015995989,16.653468107274232,32.6407974902575,65.281594980515,Medium (10 seeds)
1000,30,29.620000000000005,26.9,27.8375,10.843380310204202,1.9797213318354023,3.8802538103973885,7.760507620794777,Large (30 seeds)
2000,30,36.55333333333333,34.900000000000006,35.4375,12.114588906265704,2.2118112062878548,4.335149964324195,8.67029992864839,Large (30 seeds)
3000,30,51.74,47.099999999999994,47.6375,17.63399147023764,3.219511635700948,6.310242805973858,12.620485611947716,Large (30 seeds)
4000,30,57.99333333333335,51.3,53.3125,26.65066387648666,4.865723259213273,9.536817588058016,19.07363517611603,Large (30 seeds)
5000,30,86.66666666666667,86.7,84.85000000000001,34.58579869345752,6.314474037913128,12.376369114309732,24.752738228619464,Large (30 seeds)
6000,30,97.54666666666667,91.69999999999999,93.57499999999999,37.44406157358516,6.836319056154992,13.399185350063785,26.79837070012757,Large (30 seeds)
7000,30,112.99333333333335,110.69999999999999,111.3125,36.373028405706044,6.640776047527123,13.015921053153162,26.031842106306325,Large (30 seeds)
8000,30,126.49333333333331,115.6,118.73750000000001,45.648212061019606,8.33418515186661,16.335002897658555,32.67000579531711,Large (30 seeds)
9000,30,140.15333333333334,131.10000000000002,134.3625,47.66994812272181,8.703301967305261,17.058471855918313,34.116943711836626,Large (30 seeds)
10000,30,153.54666666666668,148.7,147.775,43.15441187605059,7.878881613460581,15.442607962382738,30.885215924765475,Large (30 seeds)
11000,30,158.22666666666666,156.5,158.1375,41.89071935185754,7.648163979710189,14.99040140023197,29.98080280046394,Large (30 seeds)
12000,30,169.16666666666663,158.6,160.8375,53.2758361045951,9.726792401478297,19.06451310689746,38.12902621379492,Large (30 seeds)
13000,30,198.97999999999993,196.9,198.9375,60.558420924158725,11.05640439568486,21.670552615542324,43.34110523108465,Large (30 seeds)
14000,30,202.96666666666667,210.5,201.0,66.36887686327043,12.117243658098642,23.749797569873337,47.499595139746674,Large (30 seeds)
